order_id,client_id,order_date,order_time,menu_item_id,quantity,discount (%),total_price ($)
900033,1623,2022-04-01,08:35:00,108,1,0,12.99
900033,1623,2022-04-01,08:35:00,121,1,0,2.99
900034,1620,2022-04-01,08:36:00,107,2,5,21.85
900034,1620,2022-04-01,08:36:00,110,3,0,17.97
900034,1620,2022-04-01,08:36:00,137,3,0,13.5
900035,1257,2022-04-01,08:39:00,132,2,5,26.58
900035,1257,2022-04-01,08:39:00,114,1,0,14.99
900035,1257,2022-04-01,08:39:00,120,3,0,14.97
900036,1535,2022-04-01,08:40:00,103,2,0,25.98
900036,1535,2022-04-01,08:40:00,113,2,0,17.98
900036,1535,2022-04-01,08:40:00,140,1,10,2.69
900037,1176,2022-04-01,08:40:00,131,3,0,38.97
900037,1176,2022-04-01,08:40:00,117,2,0,13.98
900038,1593,2022-04-01,08:41:00,103,1,0,12.99
900038,1593,2022-04-01,08:41:00,111,1,0,6.99
900038,1593,2022-04-01,08:41:00,119,1,0,4.99
900039,1953,2022-04-01,08:43:00,105,2,10,26.98
900039,1953,2022-04-01,08:43:00,109,1,0,3.99
900039,1953,2022-04-01,08:43:00,136,3,0,10.5
900040,1983,2022-04-01,08:44:00,131,1,0,12.99
900040,1983,2022-04-01,08:44:00,112,1,0,11.99
900040,1983,2022-04-01,08:44:00,120,1,0,4.99
900041,1473,2022-04-01,08:44:00,135,2,0,29.98
900041,1473,2022-04-01,08:44:00,121,1,0,2.99
900042,1152,2022-04-01,08:46:00,121,3,0,8.97
900043,1563,2022-04-01,08:47:00,113,1,0,8.99
900044,1730,2022-04-01,08:49:00,109,1,0,3.99
900045,1927,2022-04-01,08:52:00,101,3,0,35.97
900045,1927,2022-04-01,08:52:00,109,2,0,7.98
900045,1927,2022-04-01,08:52:00,141,2,0,5.98
900046,1744,2022-04-01,08:55:00,138,2,0,9.98
900047,1336,2022-04-01,08:57:00,131,3,15,33.12
900047,1336,2022-04-01,08:57:00,114,1,0,14.99
900047,1336,2022-04-01,08:57:00,120,1,0,4.99
900048,1535,2022-04-01,08:58:00,132,1,0,13.99
900048,1535,2022-04-01,08:58:00,110,1,0,5.99
900048,1535,2022-04-01,08:58:00,136,3,0,10.5
900049,1811,2022-04-01,09:00:00,107,2,0,23.0
900049,1811,2022-04-01,09:00:00,120,1,0,4.99
900050,1120,2022-04-01,09:00:00,122,1,0,2.99
900051,1782,2022-04-01,09:02:00,122,3,5,8.52
900052,1335,2022-04-01,09:02:00,105,1,0,14.99
900052,1335,2022-04-01,09:02:00,114,3,10,40.47
900052,1335,2022-04-01,09:02:00,121,3,15,7.62
900053,1506,2022-04-01,09:04:00,104,1,0,12.5
900053,1506,2022-04-01,09:04:00,113,3,0,26.97
900053,1506,2022-04-01,09:04:00,137,2,10,8.1
900054,1625,2022-04-01,09:06:00,141,1,0,2.99
900055,1131,2022-04-01,09:08:00,107,3,0,34.5
900055,1131,2022-04-01,09:08:00,113,2,0,17.98
900055,1131,2022-04-01,09:08:00,121,3,0,8.97
900056,1030,2022-04-01,09:11:00,136,3,0,10.5
900057,1450,2022-04-01,09:12:00,103,2,0,25.98
900057,1450,2022-04-01,09:12:00,114,3,0,44.97
900057,1450,2022-04-01,09:12:00,121,2,0,5.98
900058,1378,2022-04-01,09:12:00,133,1,0,14.5
900058,1378,2022-04-01,09:12:00,113,3,15,22.92
900058,1378,2022-04-01,09:12:00,121,3,0,8.97
900059,1847,2022-04-01,09:12:00,111,1,0,6.99
900060,1661,2022-04-01,09:14:00,110,1,10,5.39
900061,1349,2022-04-01,09:16:00,132,2,0,27.98
900061,1349,2022-04-01,09:16:00,111,3,15,17.82
900061,1349,2022-04-01,09:16:00,141,1,0,2.99
900062,1415,2022-04-01,09:18:00,138,3,0,14.97
900063,1899,2022-04-01,09:18:00,132,1,0,13.99
900063,1899,2022-04-01,09:18:00,137,1,0,4.5
900064,1739,2022-04-01,09:20:00,118,2,0,15.0
900065,1586,2022-04-01,09:20:00,107,1,0,11.5
900065,1586,2022-04-01,09:20:00,140,1,0,2.99
900066,1142,2022-04-01,09:22:00,104,1,0,12.5
900066,1142,2022-04-01,09:22:00,112,2,0,23.98
900066,1142,2022-04-01,09:22:00,119,3,5,14.22
900067,1333,2022-04-01,09:22:00,101,3,0,35.97
900067,1333,2022-04-01,09:22:00,110,1,0,5.99
900067,1333,2022-04-01,09:22:00,141,1,0,2.99
900068,1632,2022-04-01,09:23:00,108,2,0,25.98
900068,1632,2022-04-01,09:23:00,109,1,15,3.39
900068,1632,2022-04-01,09:23:00,120,1,0,4.99
900069,1829,2022-04-01,09:24:00,112,1,0,11.99
900070,1916,2022-04-01,09:24:00,107,1,0,11.5
900070,1916,2022-04-01,09:24:00,112,3,0,35.97
900070,1916,2022-04-01,09:24:00,138,3,0,14.97
900071,1182,2022-04-01,09:26:00,104,3,0,37.5
900071,1182,2022-04-01,09:26:00,111,1,0,6.99
900071,1182,2022-04-01,09:26:00,140,1,0,2.99
900072,1850,2022-04-01,09:26:00,108,1,10,11.69
900072,1850,2022-04-01,09:26:00,109,1,0,3.99
900072,1850,2022-04-01,09:26:00,137,3,0,13.5
900073,1307,2022-04-01,09:26:00,118,3,15,19.12
900074,1793,2022-04-01,09:26:00,104,1,5,11.88
900074,1793,2022-04-01,09:26:00,109,1,10,3.59
900074,1793,2022-04-01,09:26:00,136,3,0,10.5
900075,1673,2022-04-01,09:29:00,121,1,0,2.99
900076,1798,2022-04-01,09:29:00,131,2,0,25.98
900076,1798,2022-04-01,09:29:00,113,2,10,16.18
900076,1798,2022-04-01,09:29:00,138,3,0,14.97
900077,1800,2022-04-01,09:32:00,134,1,0,13.5
900077,1800,2022-04-01,09:32:00,112,1,0,11.99
900077,1800,2022-04-01,09:32:00,118,3,0,22.5
900078,1548,2022-04-01,09:32:00,103,1,0,12.99
900078,1548,2022-04-01,09:32:00,113,2,0,17.98
900078,1548,2022-04-01,09:32:00,140,1,0,2.99
900079,1760,2022-04-01,09:33:00,131,3,0,38.97
900079,1760,2022-04-01,09:33:00,111,1,0,6.99
900079,1760,2022-04-01,09:33:00,119,2,0,9.98
900080,1214,2022-04-01,09:35:00,131,2,0,25.98
900080,1214,2022-04-01,09:35:00,113,1,0,8.99
900080,1214,2022-04-01,09:35:00,138,3,0,14.97
900081,1551,2022-04-01,09:36:00,135,2,0,29.98
900081,1551,2022-04-01,09:36:00,122,1,0,2.99
900082,1665,2022-04-01,09:37:00,112,2,0,23.98
900083,1432,2022-04-01,09:38:00,104,3,0,37.5
900083,1432,2022-04-01,09:38:00,113,1,0,8.99
900083,1432,2022-04-01,09:38:00,138,1,0,4.99
900084,1674,2022-04-01,09:39:00,101,1,0,11.99
900084,1674,2022-04-01,09:39:00,120,1,0,4.99
900085,1625,2022-04-01,09:39:00,134,3,0,40.5
900085,1625,2022-04-01,09:39:00,120,3,0,14.97
900086,1104,2022-04-01,09:40:00,105,2,0,29.98
900086,1104,2022-04-01,09:40:00,111,3,0,20.97
900086,1104,2022-04-01,09:40:00,141,3,15,7.62
900087,1723,2022-04-01,09:41:00,107,1,0,11.5
900087,1723,2022-04-01,09:41:00,114,1,0,14.99
900087,1723,2022-04-01,09:41:00,118,2,0,15.0
900088,1073,2022-04-01,09:42:00,106,1,0,10.99
900088,1073,2022-04-01,09:42:00,114,3,5,42.72
900088,1073,2022-04-01,09:42:00,138,1,0,4.99
900089,1388,2022-04-01,09:43:00,138,1,0,4.99
900090,1836,2022-04-01,09:44:00,131,1,0,12.99
900090,1836,2022-04-01,09:44:00,114,2,5,28.48
900090,1836,2022-04-01,09:44:00,117,3,15,17.82
900091,1470,2022-04-01,09:44:00,120,2,0,9.98
900092,1769,2022-04-01,09:45:00,133,2,0,29.0
900092,1769,2022-04-01,09:45:00,113,1,0,8.99
900092,1769,2022-04-01,09:45:00,120,3,0,14.97
900093,1001,2022-04-01,09:45:00,138,3,0,14.97
900094,1572,2022-04-01,09:46:00,134,2,0,27.0
900094,1572,2022-04-01,09:46:00,110,1,0,5.99
900094,1572,2022-04-01,09:46:00,140,3,0,8.97
900095,1940,2022-04-01,09:47:00,112,2,0,23.98
900096,1502,2022-04-01,09:47:00,120,3,0,14.97
900097,1596,2022-04-01,09:48:00,104,1,0,12.5
900097,1596,2022-04-01,09:48:00,113,3,0,26.97
900097,1596,2022-04-01,09:48:00,118,1,0,7.5
900098,1148,2022-04-01,09:50:00,120,2,0,9.98
900099,1319,2022-04-01,09:50:00,141,1,0,2.99
900100,1143,2022-04-01,09:51:00,104,2,15,21.25
900100,1143,2022-04-01,09:51:00,110,1,0,5.99
900100,1143,2022-04-01,09:51:00,136,2,0,7.0
900101,1818,2022-04-01,09:53:00,131,3,0,38.97
900101,1818,2022-04-01,09:53:00,111,2,0,13.98
900101,1818,2022-04-01,09:53:00,122,2,10,5.38
900102,1162,2022-04-01,09:54:00,134,2,0,27.0
900102,1162,2022-04-01,09:54:00,112,2,0,23.98
900102,1162,2022-04-01,09:54:00,139,3,0,11.97
900103,1572,2022-04-01,09:55:00,118,1,0,7.5
900104,1917,2022-04-01,09:57:00,132,1,0,13.99
900104,1917,2022-04-01,09:57:00,114,1,0,14.99
900104,1917,2022-04-01,09:57:00,137,1,0,4.5
900105,1351,2022-04-01,09:57:00,103,3,0,38.97
900105,1351,2022-04-01,09:57:00,109,2,0,7.98
900105,1351,2022-04-01,09:57:00,137,3,15,11.48
900106,1904,2022-04-01,09:58:00,108,1,0,12.99
900106,1904,2022-04-01,09:58:00,141,2,0,5.98
900107,1242,2022-04-01,09:58:00,134,2,5,25.65
900107,1242,2022-04-01,09:58:00,121,2,15,5.08
900108,1769,2022-04-01,09:58:00,112,1,0,11.99
900109,1037,2022-04-01,09:59:00,110,3,0,17.97
900110,1283,2022-04-01,09:59:00,104,2,0,25.0
900110,1283,2022-04-01,09:59:00,109,1,0,3.99
900110,1283,2022-04-01,09:59:00,121,2,0,5.98
900111,1886,2022-04-01,09:59:00,107,1,0,11.5
900111,1886,2022-04-01,09:59:00,111,1,0,6.99
900111,1886,2022-04-01,09:59:00,117,1,0,6.99
900112,1147,2022-04-01,10:01:00,133,1,0,14.5
900112,1147,2022-04-01,10:01:00,110,3,0,17.97
900112,1147,2022-04-01,10:01:00,120,1,0,4.99
900113,1247,2022-04-01,10:02:00,103,2,0,25.98
900113,1247,2022-04-01,10:02:00,141,3,0,8.97
900114,1160,2022-04-01,10:04:00,104,2,0,25.0
900114,1160,2022-04-01,10:04:00,113,1,0,8.99
900114,1160,2022-04-01,10:04:00,119,2,0,9.98
900115,1978,2022-04-01,10:06:00,107,1,0,11.5
900115,1978,2022-04-01,10:06:00,112,2,0,23.98
900115,1978,2022-04-01,10:06:00,138,1,0,4.99
900116,1474,2022-04-01,10:06:00,108,2,15,22.08
900116,1474,2022-04-01,10:06:00,136,1,0,3.5
900117,1894,2022-04-01,10:06:00,133,3,0,43.5
900117,1894,2022-04-01,10:06:00,113,3,0,26.97
900117,1894,2022-04-01,10:06:00,139,1,0,3.99
900118,1287,2022-04-01,10:07:00,131,3,0,38.97
900118,1287,2022-04-01,10:07:00,109,3,15,10.17
900118,1287,2022-04-01,10:07:00,136,1,15,2.98
900119,1698,2022-04-01,10:07:00,135,2,10,26.98
900119,1698,2022-04-01,10:07:00,138,3,0,14.97
900120,1801,2022-04-01,10:09:00,134,1,0,13.5
900120,1801,2022-04-01,10:09:00,110,1,15,5.09
900120,1801,2022-04-01,10:09:00,120,3,0,14.97
900121,1017,2022-04-01,10:10:00,103,2,0,25.98
900121,1017,2022-04-01,10:10:00,109,2,0,7.98
900121,1017,2022-04-01,10:10:00,139,3,0,11.97
900122,1535,2022-04-01,10:11:00,103,2,0,25.98
900122,1535,2022-04-01,10:11:00,137,1,0,4.5
900123,1061,2022-04-01,10:11:00,105,1,0,14.99
900123,1061,2022-04-01,10:11:00,136,2,0,7.0
900124,1268,2022-04-01,10:13:00,105,3,0,44.97
900124,1268,2022-04-01,10:13:00,139,1,0,3.99
900125,1824,2022-04-01,10:13:00,106,3,0,32.97
900125,1824,2022-04-01,10:13:00,111,3,0,20.97
900125,1824,2022-04-01,10:13:00,122,2,0,5.98
900126,1591,2022-04-01,10:13:00,138,1,0,4.99
900127,1413,2022-04-01,10:13:00,134,3,0,40.5
900127,1413,2022-04-01,10:13:00,121,3,0,8.97
900128,1093,2022-04-01,10:14:00,134,1,0,13.5
900128,1093,2022-04-01,10:14:00,110,2,0,11.98
900128,1093,2022-04-01,10:14:00,138,2,0,9.98
900129,1784,2022-04-01,10:15:00,141,2,0,5.98
900130,1373,2022-04-01,10:16:00,102,1,0,13.5
900130,1373,2022-04-01,10:16:00,121,2,0,5.98
900131,1512,2022-04-01,10:17:00,104,3,0,37.5
900131,1512,2022-04-01,10:17:00,110,2,0,11.98
900131,1512,2022-04-01,10:17:00,118,2,0,15.0
900132,1064,2022-04-01,10:18:00,102,3,0,40.5
900132,1064,2022-04-01,10:18:00,109,1,0,3.99
900132,1064,2022-04-01,10:18:00,136,1,0,3.5
900133,1222,2022-04-01,10:18:00,104,3,0,37.5
900133,1222,2022-04-01,10:18:00,110,2,0,11.98
900133,1222,2022-04-01,10:18:00,120,1,0,4.99
900134,1841,2022-04-01,10:19:00,106,2,5,20.88
900134,1841,2022-04-01,10:19:00,114,1,0,14.99
900134,1841,2022-04-01,10:19:00,141,2,0,5.98
900135,1003,2022-04-01,10:19:00,135,1,0,14.99
900135,1003,2022-04-01,10:19:00,110,2,5,11.38
900135,1003,2022-04-01,10:19:00,120,3,0,14.97
900136,1701,2022-04-01,10:19:00,134,3,0,40.5
900136,1701,2022-04-01,10:19:00,110,1,0,5.99
900136,1701,2022-04-01,10:19:00,137,2,0,9.0
900137,1752,2022-04-01,10:21:00,104,3,0,37.5
900137,1752,2022-04-01,10:21:00,109,3,5,11.37
900137,1752,2022-04-01,10:21:00,139,1,0,3.99
900138,1244,2022-04-01,10:24:00,134,3,0,40.5
900138,1244,2022-04-01,10:24:00,109,2,10,7.18
900138,1244,2022-04-01,10:24:00,121,3,0,8.97
900139,1050,2022-04-01,10:27:00,103,1,0,12.99
900139,1050,2022-04-01,10:27:00,139,1,5,3.79
900140,1145,2022-04-01,10:28:00,107,1,0,11.5
900140,1145,2022-04-01,10:28:00,114,2,0,29.98
900140,1145,2022-04-01,10:28:00,141,1,0,2.99
900141,1526,2022-04-01,10:29:00,113,2,0,17.98
900142,1405,2022-04-01,10:30:00,102,1,0,13.5
900142,1405,2022-04-01,10:30:00,114,3,0,44.97
900142,1405,2022-04-01,10:30:00,118,1,0,7.5
900143,1944,2022-04-01,10:32:00,105,1,0,14.99
900143,1944,2022-04-01,10:32:00,138,1,0,4.99
900144,1348,2022-04-01,10:34:00,104,1,0,12.5
900144,1348,2022-04-01,10:34:00,109,1,0,3.99
900144,1348,2022-04-01,10:34:00,136,2,0,7.0
900145,1269,2022-04-01,10:35:00,108,3,10,35.07
900145,1269,2022-04-01,10:35:00,117,1,0,6.99
900146,1200,2022-04-01,10:39:00,102,3,0,40.5
900146,1200,2022-04-01,10:39:00,112,2,0,23.98
900146,1200,2022-04-01,10:39:00,119,3,0,14.97
900147,1934,2022-04-01,10:41:00,108,3,0,38.97
900147,1934,2022-04-01,10:41:00,109,3,0,11.97
900147,1934,2022-04-01,10:41:00,122,2,0,5.98
900148,1294,2022-04-01,10:42:00,101,1,0,11.99
900148,1294,2022-04-01,10:42:00,138,1,0,4.99
900149,1604,2022-04-01,10:42:00,104,2,0,25.0
900149,1604,2022-04-01,10:42:00,111,1,15,5.94
900149,1604,2022-04-01,10:42:00,141,3,0,8.97
900150,1146,2022-04-01,10:43:00,118,2,0,15.0
900151,1295,2022-04-01,10:43:00,108,3,0,38.97
900151,1295,2022-04-01,10:43:00,113,1,5,8.54
900151,1295,2022-04-01,10:43:00,138,2,0,9.98
900152,1136,2022-04-01,10:47:00,138,1,10,4.49
900153,1514,2022-04-01,10:48:00,106,3,0,32.97
900153,1514,2022-04-01,10:48:00,109,3,0,11.97
900153,1514,2022-04-01,10:48:00,136,3,5,9.98
900154,1778,2022-04-01,10:48:00,136,3,0,10.5
900155,1028,2022-04-01,10:49:00,111,2,0,13.98
900156,1698,2022-04-01,10:50:00,102,3,0,40.5
900156,1698,2022-04-01,10:50:00,112,2,0,23.98
900156,1698,2022-04-01,10:50:00,137,1,0,4.5
900157,1183,2022-04-01,10:50:00,102,3,0,40.5
900157,1183,2022-04-01,10:50:00,113,1,0,8.99
900157,1183,2022-04-01,10:50:00,120,1,0,4.99
900158,1783,2022-04-01,10:51:00,104,2,5,23.75
900158,1783,2022-04-01,10:51:00,114,1,0,14.99
900158,1783,2022-04-01,10:51:00,121,1,0,2.99
900159,1626,2022-04-01,10:51:00,102,3,0,40.5
900159,1626,2022-04-01,10:51:00,140,2,0,5.98
900160,1979,2022-04-01,10:53:00,137,2,0,9.0
900161,1717,2022-04-01,10:54:00,112,3,0,35.97
900162,1527,2022-04-01,10:55:00,108,1,0,12.99
900162,1527,2022-04-01,10:55:00,112,2,0,23.98
900162,1527,2022-04-01,10:55:00,117,2,0,13.98
900163,1530,2022-04-01,10:57:00,137,3,0,13.5
900164,1162,2022-04-01,10:57:00,106,1,0,10.99
900164,1162,2022-04-01,10:57:00,110,2,0,11.98
900164,1162,2022-04-01,10:57:00,117,1,0,6.99
900165,1776,2022-04-01,10:57:00,132,3,0,41.97
900165,1776,2022-04-01,10:57:00,109,1,0,3.99
900165,1776,2022-04-01,10:57:00,119,1,0,4.99
900166,1106,2022-04-01,10:58:00,134,1,5,12.82
900166,1106,2022-04-01,10:58:00,110,3,0,17.97
900166,1106,2022-04-01,10:58:00,118,1,0,7.5
900167,1335,2022-04-01,10:58:00,133,1,0,14.5
900167,1335,2022-04-01,10:58:00,114,2,0,29.98
900167,1335,2022-04-01,10:58:00,141,3,0,8.97
900168,1345,2022-04-01,10:59:00,113,1,0,8.99
900169,1027,2022-04-01,11:00:00,131,1,0,12.99
900169,1027,2022-04-01,11:00:00,112,1,0,11.99
900169,1027,2022-04-01,11:00:00,138,2,0,9.98
900170,1324,2022-04-01,11:03:00,111,1,0,6.99
900171,1462,2022-04-01,11:04:00,141,1,0,2.99
900172,1127,2022-04-01,11:05:00,137,3,0,13.5
900173,1777,2022-04-01,11:06:00,131,2,0,25.98
900173,1777,2022-04-01,11:06:00,113,2,0,17.98
900173,1777,2022-04-01,11:06:00,122,3,5,8.52
900174,1716,2022-04-01,11:07:00,120,3,0,14.97
900175,1213,2022-04-01,11:07:00,105,1,0,14.99
900175,1213,2022-04-01,11:07:00,117,2,0,13.98
900176,1398,2022-04-01,11:07:00,114,3,0,44.97
900177,1526,2022-04-01,11:08:00,137,3,0,13.5
900178,1446,2022-04-01,11:09:00,118,1,0,7.5
900179,1900,2022-04-01,11:09:00,107,2,0,23.0
900179,1900,2022-04-01,11:09:00,111,1,0,6.99
900179,1900,2022-04-01,11:09:00,140,2,0,5.98
900180,1910,2022-04-01,11:10:00,135,3,0,44.97
900180,1910,2022-04-01,11:10:00,112,3,0,35.97
900180,1910,2022-04-01,11:10:00,122,1,0,2.99
900181,1690,2022-04-01,11:11:00,141,2,0,5.98
900182,1853,2022-04-01,11:11:00,113,2,0,17.98
900183,1308,2022-04-01,11:12:00,134,3,0,40.5
900183,1308,2022-04-01,11:12:00,111,2,0,13.98
900183,1308,2022-04-01,11:12:00,138,3,0,14.97
900184,1323,2022-04-01,11:13:00,114,1,0,14.99
900185,1683,2022-04-01,11:14:00,102,3,0,40.5
900185,1683,2022-04-01,11:14:00,114,1,10,13.49
900185,1683,2022-04-01,11:14:00,121,2,5,5.68
900186,1522,2022-04-01,11:15:00,102,3,0,40.5
900186,1522,2022-04-01,11:15:00,112,3,0,35.97
900186,1522,2022-04-01,11:15:00,120,1,0,4.99
900187,1530,2022-04-01,11:15:00,106,1,10,9.89
900187,1530,2022-04-01,11:15:00,110,3,0,17.97
900187,1530,2022-04-01,11:15:00,121,3,0,8.97
900188,1961,2022-04-01,11:17:00,104,3,0,37.5
900188,1961,2022-04-01,11:17:00,120,3,0,14.97
900189,1474,2022-04-01,11:17:00,105,1,0,14.99
900189,1474,2022-04-01,11:17:00,138,3,0,14.97
900190,1283,2022-04-01,11:18:00,101,1,0,11.99
900190,1283,2022-04-01,11:18:00,111,3,0,20.97
900190,1283,2022-04-01,11:18:00,119,2,10,8.98
900191,1894,2022-04-01,11:19:00,137,1,0,4.5
900192,1027,2022-04-01,11:19:00,106,3,10,29.67
900192,1027,2022-04-01,11:19:00,113,3,0,26.97
900192,1027,2022-04-01,11:19:00,120,1,0,4.99
900193,1565,2022-04-01,11:20:00,106,1,0,10.99
900193,1565,2022-04-01,11:20:00,110,3,0,17.97
900193,1565,2022-04-01,11:20:00,119,1,0,4.99
900194,1318,2022-04-01,11:21:00,108,1,0,12.99
900194,1318,2022-04-01,11:21:00,141,3,5,8.52
900195,1988,2022-04-01,11:23:00,132,3,0,41.97
900195,1988,2022-04-01,11:23:00,111,1,0,6.99
900195,1988,2022-04-01,11:23:00,137,2,0,9.0
900196,1152,2022-04-01,11:25:00,104,2,0,25.0
900196,1152,2022-04-01,11:25:00,113,1,0,8.99
900196,1152,2022-04-01,11:25:00,122,1,15,2.54
900197,1048,2022-04-01,11:25:00,117,2,0,13.98
900198,1734,2022-04-01,11:26:00,133,3,0,43.5
900198,1734,2022-04-01,11:26:00,109,1,0,3.99
900198,1734,2022-04-01,11:26:00,141,1,0,2.99
900199,1724,2022-04-01,11:26:00,107,1,10,10.35
900199,1724,2022-04-01,11:26:00,119,3,0,14.97
900200,1290,2022-04-01,11:27:00,108,1,10,11.69
900200,1290,2022-04-01,11:27:00,111,2,0,13.98
900200,1290,2022-04-01,11:27:00,141,3,10,8.07
900201,1203,2022-04-01,11:28:00,108,1,0,12.99
900201,1203,2022-04-01,11:28:00,114,2,0,29.98
900201,1203,2022-04-01,11:28:00,122,2,0,5.98
900202,1867,2022-04-01,11:28:00,108,3,15,33.12
900202,1867,2022-04-01,11:28:00,111,1,5,6.64
900202,1867,2022-04-01,11:28:00,140,3,0,8.97
900203,1304,2022-04-01,11:29:00,102,1,5,12.82
900203,1304,2022-04-01,11:29:00,109,1,0,3.99
900203,1304,2022-04-01,11:29:00,141,3,0,8.97
900204,1851,2022-04-01,11:30:00,102,1,15,11.48
900204,1851,2022-04-01,11:30:00,114,2,10,26.98
900204,1851,2022-04-01,11:30:00,137,2,15,7.65
900205,1114,2022-04-01,11:30:00,103,3,0,38.97
900205,1114,2022-04-01,11:30:00,136,2,0,7.0
900206,1846,2022-04-01,11:30:00,140,3,0,8.97
900207,1965,2022-04-01,11:32:00,103,1,0,12.99
900207,1965,2022-04-01,11:32:00,109,1,5,3.79
900207,1965,2022-04-01,11:32:00,117,2,0,13.98
900208,1347,2022-04-01,11:34:00,102,1,0,13.5
900208,1347,2022-04-01,11:34:00,113,2,0,17.98
900208,1347,2022-04-01,11:34:00,119,1,5,4.74
900209,1824,2022-04-01,11:34:00,134,2,15,22.95
900209,1824,2022-04-01,11:34:00,113,2,0,17.98
900209,1824,2022-04-01,11:34:00,141,2,0,5.98
900210,1337,2022-04-01,11:34:00,134,1,0,13.5
900210,1337,2022-04-01,11:34:00,137,1,0,4.5
900211,1922,2022-04-01,11:35:00,133,3,0,43.5
900211,1922,2022-04-01,11:35:00,112,3,0,35.97
900211,1922,2022-04-01,11:35:00,136,1,0,3.5
900212,1838,2022-04-01,11:35:00,107,3,0,34.5
900212,1838,2022-04-01,11:35:00,112,3,0,35.97
900212,1838,2022-04-01,11:35:00,117,1,0,6.99
900213,1940,2022-04-01,11:36:00,135,1,10,13.49
900213,1940,2022-04-01,11:36:00,112,2,0,23.98
900213,1940,2022-04-01,11:36:00,120,3,0,14.97
900214,1075,2022-04-01,11:36:00,135,2,10,26.98
